Mileage,Model,Levy,Prod. year,Manufacturer,Engine volume,Airbags,Color,Category,Fuel type,Gear box type,Leather interior,Price
177719,Santa FE,836.0,2010,HYUNDAI,2.0,4,Silver,Jeep,Diesel,Automatic,True,23408
199840,Prius,850.5492087996912,2006,TOYOTA,1.5,6,Silver,Hatchback,Hybrid,Variator,False,11290
58000,Note,1031.0,2013,NISSAN,1.2,2,Carnelian red,Hatchback,Petrol,Automatic,False,8000
230000,FIT,803.8573975044563,2005,HONDA,1.3,6,White,Sedan,Petrol,Variator,False,7840
150000,Cr-v,803.8573975044563,2002,HONDA,2.0,4,Silver,Jeep,CNG,Automatic,False,12231
177523,Santa FE,639.0,2014,HYUNDAI,2.0,4,White,Jeep,Diesel,Automatic,True,42171
27812,Cadenza,1292.0,2016,KIA,3.0,4,Silver,Sedan,Petrol,Automatic,True,34340
56173,Camry,1327.0,2018,TOYOTA,2.5,12,Silver,Sedan,Petrol,Automatic,True,13956
136000,Prius,850.5492087996912,2013,TOYOTA,1.8,12,Black,Sedan,Hybrid,Tiptronic,True,18817
264014,Q7,1104.0,2015,AUDI,3.0,0,Black,Jeep,Petrol,Automatic,True,862
272772,Sonata,891.0,2016,HYUNDAI,2.0,4,Silver,Sedan,LPG,Automatic,True,15681
164000,Prius,850.5492087996912,2010,TOYOTA,1.8,10,Red,Hatchback,Petrol,Automatic,True,16621
0,Vito,1281.3365810451728,2004,MERCEDES-BENZ,2.2,4,White,Minivan,Diesel,Manual,False,21953
47208,500,738.0,2017,FIAT,1.4,12,Grey,Hatchback,Petrol,Automatic,True,188
145744,Sonata,765.0,2015,HYUNDAI,2.0,4,Red,Sedan,LPG,Automatic,True,15060
48000,C 180,1503.0,2013,MERCEDES-BENZ,1.8,6,White,Sedan,Petrol,Tiptronic,False,17500
146218,GX 470,1356.0,2014,LEXUS,4.6,0,Black,Jeep,Petrol,Automatic,True,17562
56331,Tucson,770.0,2016,HYUNDAI,1.7,4,Black,Jeep,Diesel,Automatic,True,44545
65000,CLA 250,1281.3365810451728,2014,MERCEDES-BENZ,2.0,12,Grey,Sedan,Petrol,Automatic,True,39201
85000,Delica,1057.6153846153845,2005,MITSUBISHI,3.0,4,Silver,Minivan,Petrol,Automatic,False,90
112193,H1,1091.0,2016,HYUNDAI,2.5,4,Silver,Minivan,Diesel,Automatic,True,36068
226000,Vectra c,1156.6493506493507,2003,OPEL,2.2,8,Beige,Hatchback,Petrol,Manual,True,10036
125000,Avalon,850.5492087996912,2013,TOYOTA,2.5,9,White,Sedan,Hybrid,Tiptronic,True,32929
23000,B 220,1281.3365810451728,1998,MERCEDES-BENZ,1.8,4,Black,Sedan,Petrol,Manual,False,5000
65514,Optima,642.0,2012,KIA,2.0,4,Silver,Sedan,Petrol,Automatic,True,11541
1000,Prius,850.5492087996912,2010,TOYOTA,1.8,8,Silver,Hatchback,Hybrid,Tiptronic,False,16308
72240,Prius,502.0,2013,TOYOTA,1.5,12,Grey,Hatchback,Hybrid,Automatic,True,392
143619,RX 450,603.0,2015,LEXUS,3.5,12,Black,Jeep,Hybrid,Automatic,True,13956
221627,Corolla,761.0,2010,TOYOTA,1.8,12,Red,Sedan,Petrol,Automatic,True,3293
274381,Prius,308.0,2014,TOYOTA,1.8,12,Grey,Hatchback,Hybrid,Automatic,True,392
169000,Astra,834.0,2009,OPEL,1.7,2,Silver,Goods wagon,Diesel,Manual,False,9408
140566,Tucson,642.0,2012,HYUNDAI,2.0,4,White,Jeep,Diesel,Automatic,True,24283
94000,Camry SE,850.5492087996912,2012,TOYOTA,3.5,10,Black,Sedan,Petrol,Tiptronic,True,24148
39400,CHR,1017.0,2017,TOYOTA,2.0,12,Black,Jeep,Petrol,Tiptronic,False,45160
137134,H1,1091.0,2016,HYUNDAI,2.5,4,White,Minivan,Diesel,Automatic,True,38229
36037,Optima,638.0,2014,KIA,2.0,4,Silver,Sedan,Petrol,Automatic,True,16621
80640,E 350,1053.0,2014,MERCEDES-BENZ,3.5,0,Black,Sedan,Petrol,Tiptronic,True,46414
144000,Volt,474.0,2013,CHEVROLET,1.4,12,Grey,Hatchback,Plug-in Hybrid,Automatic,False,22894
205968,E 350,1399.0,2010,MERCEDES-BENZ,3.5,12,White,Sedan,Petrol,Automatic,True,1646
16000,Aqua,850.5492087996912,2014,TOYOTA,1.5,4,White,Sedan,Hybrid,Automatic,False,13172
265000,E 320 4matic,1281.3365810451728,2000,MERCEDES-BENZ,3.2,8,Silver,Sedan,CNG,Tiptronic,True,11917
65000,Outlander,891.0,2016,MITSUBISHI,2.0,6,Grey,Jeep,Petrol,Tiptronic,False,25716
77538,Grandeur,1018.0,2011,HYUNDAI,3.0,4,Silver,Sedan,LPG,Automatic,True,7056
149000,Aqua,850.5492087996912,2012,TOYOTA,1.5,2,Silver,Hatchback,Hybrid,Variator,False,14740
15000,S 55 5.5,1281.3365810451728,2010,MERCEDES-BENZ,5.5,12,Black,Sedan,Petrol,Tiptronic,True,150
190000,GS 300,1324.6266816143498,2002,LEXUS,3.5,4,Silver,Sedan,CNG,Automatic,True,6115
71000,Prius,850.5492087996912,2013,TOYOTA,1.8,12,Grey,Sedan,Hybrid,Automatic,True,19130
141384,X5,915.0,2014,BMW,3.0,0,Blue,Jeep,Diesel,Automatic,True,25716
0,190,1281.3365810451728,1992,MERCEDES-BENZ,1.8,2,Black,Sedan,Petrol,Manual,False,3600
11000,528,1082.2991631799164,2011,BMW,2.0,8,Grey,Sedan,Petrol,Tiptronic,True,29793
216208,Sonata,751.0,2013,HYUNDAI,2.4,0,Blue,Sedan,Hybrid,Automatic,True,1176
147470,Santa FE,640.0,2013,HYUNDAI,2.0,4,Black,Jeep,Diesel,Automatic,True,41701
92213,650,1578.0,2015,BMW,4.4,12,White,Coupe,Petrol,Automatic,True,30734
314523,Sonata,765.0,2015,HYUNDAI,2.0,4,Silver,Sedan,LPG,Automatic,True,15053
115000,CT 200h,585.0,2013,LEXUS,1.8,12,White,Hatchback,Hybrid,Tiptronic,True,17876
0,Golf 4,752.195205479452,1997,VOLKSWAGEN,1.6,2,Silver,Sedan,CNG,Manual,False,3763
11000,2121 (Niva),640.0,2007,VAZ,1.7,6,Black,Jeep,Petrol,Manual,True,7840
221000,Camry sel,850.5492087996912,2008,TOYOTA,2.4,10,Silver,Sedan,Hybrid,Tiptronic,True,15994
179664,Elantra,528.0,2014,HYUNDAI,1.6,4,Silver,Sedan,Petrol,Automatic,True,18500
13700,320,1082.2991631799164,2004,BMW,2.2,6,Beige,Sedan,Petrol,Manual,False,8500
245000,CLK 320,1281.3365810451728,2003,MERCEDES-BENZ,3.2,6,Silver,Coupe,Petrol,Tiptronic,True,8781
133392,Sonata,836.0,2010,HYUNDAI,2.0,4,White,Sedan,Petrol,Automatic,True,16508
59099,GLE 450,1292.0,2016,MERCEDES-BENZ,3.0,12,White,Jeep,Petrol,Automatic,True,549
120000,Elantra 2014,584.0,2014,HYUNDAI,1.8,10,Silver,Sedan,Petrol,Tiptronic,False,15681
40989,REXTON,640.0,2013,SSANGYONG,2.0,4,Silver,Jeep,Diesel,Automatic,True,34387
54658,Sportage,1282.0,2007,KIA,2.0,4,Silver,Jeep,Diesel,Automatic,True,4701
125000,Tiida,830.02,2005,NISSAN,1.5,2,Red,Hatchback,LPG,Variator,True,10036
233454,C 230,1281.3365810451728,2005,MERCEDES-BENZ,2.2,6,Black,Sedan,Diesel,Manual,True,6899
117700,Korando,707.0,2011,SSANGYONG,2.0,4,Grey,Jeep,Diesel,Automatic,True,24709
200000,Durango,1312.8813559322034,2004,DODGE,5.7,6,Blue,Jeep,LPG,Automatic,True,10976
159379,Camry,781.0,2012,TOYOTA,2.5,12,White,Sedan,Hybrid,Automatic,True,3136
63627,Actyon,836.0,2010,SSANGYONG,2.0,4,Silver,Jeep,Diesel,Automatic,True,21181
133000,Tiida,830.02,2007,NISSAN,1.5,4,Grey,Sedan,Petrol,Variator,False,8467
198000,Prius,761.0,2010,TOYOTA,1.8,8,Black,Hatchback,Hybrid,Automatic,False,12231
128994,Santa FE,891.0,2016,HYUNDAI,2.0,4,White,Jeep,Diesel,Automatic,True,39559
68126,X1,1079.0,2018,BMW,2.0,12,White,Jeep,Petrol,Automatic,True,28852
235200,Forester,889.104938271605,2004,SUBARU,2.5,4,Grey,Jeep,LPG,Automatic,True,7527
176000,330,1082.2991631799164,2005,BMW,3.0,4,Blue,Coupe,CNG,Tiptronic,True,10976
125062,Elantra,583.0,2011,HYUNDAI,1.6,4,Black,Sedan,Petrol,Automatic,True,20266
300000,520 I,1082.2991631799164,1992,BMW,2.0,2,Green,Sedan,Petrol,Manual,True,4234
256000,A4,932.0355029585799,2006,AUDI,2.0,0,Black,Sedan,Petrol,Manual,True,15681
132000,Elantra,810.0,2016,HYUNDAI,1.8,8,White,Sedan,Petrol,Tiptronic,False,17876
61000,Note,1030.0,2014,NISSAN,1.2,2,Silver,Hatchback,Petrol,Variator,False,8000
38000,Passat,810.0,2016,VOLKSWAGEN,1.8,10,Silver,Sedan,Petrol,Automatic,False,24775
44642,Q7,1481.0,2017,AUDI,3.0,0,Black,Sedan,Petrol,Automatic,True,13328
50000,Camry,934.0,2015,TOYOTA,2.5,12,White,Sedan,Petrol,Tiptronic,True,32302
120000,H1,1091.0,2016,HYUNDAI,2.5,4,Black,Minivan,Diesel,Automatic,True,36567
86402,Aqua,502.0,2013,TOYOTA,1.5,4,Silver,Hatchback,Petrol,Automatic,True,16960
104795,Prius,353.0,2015,TOYOTA,1.8,12,White,Jeep,Hybrid,Automatic,True,2038
195030,Insight,490.0,2011,HONDA,1.3,6,Black,Hatchback,Hybrid,Variator,True,7213
52249,Tucson,707.0,2011,HYUNDAI,2.0,4,Grey,Jeep,Diesel,Automatic,True,15524
111111,CLK 320,1281.3365810451728,1998,MERCEDES-BENZ,3.2,2,Black,Coupe,CNG,Automatic,True,7840
102397,Camry,394.0,2014,TOYOTA,2.5,12,Black,Sedan,Hybrid,Automatic,True,784
86000,HS 250h,1324.6266816143498,2011,LEXUS,2.5,12,Blue,Sedan,Hybrid,Automatic,True,25089
0,Optima,382.0,2014,KIA,2.4,12,White,Sedan,Hybrid,Automatic,True,314
245000,Vito,1281.3365810451728,2005,MERCEDES-BENZ,2.2,5,White,Sedan,Diesel,Tiptronic,False,14113
1600,Outlander,642.0,2012,MITSUBISHI,2.0,8,Black,Jeep,Petrol,Automatic,True,20900
250000,Combo,1442.0,2000,OPEL,1.7,2,Black,Goods wagon,Diesel,Manual,True,6272
71600,Cruze,473.0,2014,CHEVROLET,1.4,6,Black,Sedan,Petrol,Tiptronic,True,13600
0,Cooper,583.0,2011,MINI,1.6,12,Black,Sedan,Petrol,Automatic,True,12300
118926,Santa FE,765.0,2015,HYUNDAI,2.0,4,White,Jeep,Diesel,Automatic,True,39226
87210,Elantra,583.0,2011,HYUNDAI,1.6,4,Silver,Sedan,Petrol,Automatic,True,18826
152000,Camry,850.5492087996912,2013,TOYOTA,2.5,12,Black,Sedan,Petrol,Automatic,True,26343
132967,Elantra,687.0,2010,HYUNDAI,1.6,4,Grey,Sedan,Petrol,Automatic,True,13476
76800,Jetta,697.0,2015,VOLKSWAGEN,1.8,12,Grey,Sedan,Petrol,Tiptronic,True,23521
70304,Santa FE,697.0,2012,HYUNDAI,2.2,4,Silver,Jeep,Diesel,Automatic,True,16913
230939,Prius,645.0,2011,TOYOTA,1.8,12,Blue,Hatchback,Hybrid,Automatic,True,282
0,RX 450,1399.0,2010,LEXUS,3.5,12,Silver,Jeep,Hybrid,Automatic,True,1176
143392,100,915.0,2014,AUDI,3.0,12,Black,Jeep,Petrol,Automatic,True,549
151000,Aqua,850.5492087996912,2012,TOYOTA,1.5,4,White,Sedan,Hybrid,Automatic,False,13485
42875,Sonata,765.0,2015,HYUNDAI,2.0,4,White,Sedan,LPG,Automatic,True,9418
32637,Spark,551.0,2017,CHEVROLET,1.0,4,White,Sedan,Petrol,Automatic,True,13642
145000,Belta,850.5492087996912,2007,TOYOTA,1.3,2,Silver,Sedan,Petrol,Automatic,False,10976
105000,Aqua,1268.0,2012,TOYOTA,1.5,2,Silver,Hatchback,Hybrid,Automatic,False,8781
106961,Escape SE,765.0,2015,FORD,2.0,8,Blue,Jeep,Petrol,Automatic,False,19287
14566,CLK 200 200,1281.3365810451728,1999,MERCEDES-BENZ,2.0,12,Blue,Sedan,Petrol,Automatic,True,6899
269962,Sprinter,1281.3365810451728,2001,MERCEDES-BENZ,2.2,4,White,Microbus,Diesel,Manual,False,19444
160000,Prius,850.5492087996912,2015,TOYOTA,1.5,10,White,Hatchback,Hybrid,Automatic,False,24148
31891,Elantra,629.0,2015,HYUNDAI,1.6,4,Grey,Sedan,LPG,Automatic,True,18346
118000,FIT,1236.0,2011,HONDA,1.3,2,Black,Hatchback,Petrol,Variator,False,6586
40000,RIO,798.4470588235295,2017,KIA,1.6,2,White,Sedan,Petrol,Automatic,False,17249
64270,C 250,584.0,2014,MERCEDES-BENZ,1.8,0,Grey,Sedan,Petrol,Automatic,True,23521
115000,Forester,1185.0,2009,SUBARU,2.5,12,Black,Jeep,Petrol,Automatic,False,12544
9626,Camry,607.0,2019,TOYOTA,2.5,12,Black,Sedan,Hybrid,Automatic,True,3450
26000,528,1082.2991631799164,1999,BMW,2.8,6,Black,Sedan,Petrol,Manual,False,6272
81000,500 sport,541.1276595744681,2012,FIAT,1.4,8,Red,Coupe,Petrol,Manual,True,12541
172803,Santa FE,833.0,2015,HYUNDAI,2.2,4,White,Jeep,Diesel,Automatic,True,38229
113061,Impreza,862.0,2011,SUBARU,2.5,0,Black,Sedan,Petrol,Automatic,True,188
174790,Camry,862.0,2011,TOYOTA,2.5,12,Black,Sedan,Petrol,Automatic,True,1019
95863,Prius,761.0,2010,TOYOTA,1.8,8,White,Hatchback,Hybrid,Automatic,False,14113
292097,Cruze,639.0,2014,CHEVROLET,2.0,4,White,Sedan,Diesel,Automatic,True,13877
83000,Optima,798.4470588235295,2011,KIA,2.4,12,Carnelian red,Sedan,Petrol,Tiptronic,True,19444
159379,Camry,781.0,2012,TOYOTA,2.5,12,White,Sedan,Hybrid,Automatic,True,3136
119000,Insight,448.0,2012,HONDA,1.3,8,Grey,Hatchback,Hybrid,Tiptronic,False,10036
125000,Transit Tourneo,825.4240766073872,2012,FORD,2.2,1,White,Microbus,Diesel,Manual,False,20385
116992,Corolla,761.0,2010,TOYOTA,1.8,12,Silver,Sedan,Petrol,Automatic,True,1333
227200,ML 320,1281.3365810451728,2003,MERCEDES-BENZ,3.2,5,Black,Jeep,Petrol,Tiptronic,True,11917
150000,Camry,862.0,2011,TOYOTA,2.5,12,Blue,Sedan,Petrol,Tiptronic,False,12231
116365,Santa FE,891.0,2016,HYUNDAI,2.0,4,Black,Jeep,Diesel,Automatic,True,40026
1405,Trax,781.0,2018,CHEVROLET,1.4,8,Black,Jeep,Petrol,Automatic,True,15367
149486,E 350,1053.0,2014,MERCEDES-BENZ,3.5,12,Silver,Sedan,Diesel,Automatic,True,314
112000,Prius,308.0,2014,TOYOTA,1.8,11,Green,Hatchback,Hybrid,Automatic,False,18503
138038,RX 450,1055.0,2013,LEXUS,3.5,12,White,Jeep,Hybrid,Automatic,True,1019
220800,Prius,850.5492087996912,2008,TOYOTA,1.1,4,Blue,Hatchback,Hybrid,Variator,False,10976
50000,Azera,799.6990400903444,2014,HYUNDAI,3.3,6,Black,Sedan,Petrol,Automatic,True,25089
0,FIT,803.8573975044563,2003,HONDA,1.5,4,White,Hatchback,Petrol,Automatic,False,30
9600,GL 450,1281.3365810451728,2012,MERCEDES-BENZ,4.5,12,Grey,Jeep,Petrol,Tiptronic,True,25089
126018,Camry,779.0,2013,TOYOTA,2.5,12,Black,Sedan,Hybrid,Automatic,True,22580
10084,C-MAX SE,642.0,2012,FORD,2.0,8,Green,Hatchback,Hybrid,Automatic,False,14269
175342,H1,777.0,2014,HYUNDAI,2.5,4,Grey,Minivan,Diesel,Automatic,True,31581
16500,Compass,1277.0,2018,JEEP,2.4,12,Black,Jeep,Petrol,Automatic,True,42337
119000,Camry HYBRID,779.0,2013,TOYOTA,2.5,12,Blue,Sedan,Hybrid,Tiptronic,False,24775
120000,E 200,1281.3365810451728,2012,MERCEDES-BENZ,2.0,12,Blue,Sedan,Petrol,Tiptronic,True,31988
126000,328,642.0,2012,BMW,2.0,12,Sky blue,Sedan,Petrol,Tiptronic,True,13799
57600,Equinox,723.7224975222992,2016,CHEVROLET,2.4,12,Red,Jeep,Petrol,Tiptronic,False,32929
229000,FIT,803.8573975044563,2004,HONDA,1.3,2,Blue,Hatchback,Petrol,Automatic,False,40
169000,Civic,574.0,2010,HONDA,1.3,6,White,Sedan,Hybrid,Automatic,True,8781
98000,Q5,975.0,2012,AUDI,3.2,12,Black,Jeep,Petrol,Tiptronic,True,35800
24526,Santa FE,891.0,2016,HYUNDAI,2.0,4,White,Jeep,Diesel,Automatic,True,37476
1000,Sprinter,1281.3365810451728,2011,MERCEDES-BENZ,2.5,2,White,Microbus,Diesel,Manual,False,25500
0,Tiida,830.02,2005,NISSAN,1.5,4,Silver,Hatchback,Petrol,Automatic,False,30
47688,Camry,1327.0,2018,TOYOTA,2.5,12,Blue,Sedan,Petrol,Automatic,True,220
84000,500,541.1276595744681,2015,FIAT,1.4,0,White,Hatchback,Petrol,Automatic,True,14113
0,525,1082.2991631799164,2003,BMW,2.5,6,Black,Sedan,Petrol,Tiptronic,True,10976
155000,Estima,850.5492087996912,2009,TOYOTA,2.4,0,Silver,Minivan,Hybrid,Automatic,False,23521
170000,Prius,843.0,2008,TOYOTA,1.5,8,Black,Sedan,Hybrid,Variator,False,11290
141000,535,1082.2991631799164,2012,BMW,3.0,12,Blue,Sedan,Petrol,Automatic,True,39201
102000,Prius,843.0,2008,TOYOTA,1.5,2,Silver,Hatchback,Hybrid,Automatic,False,9095
74838,Prius,585.0,2013,TOYOTA,1.8,12,White,Hatchback,Hybrid,Automatic,True,3450
347600,Sonata,639.0,2014,HYUNDAI,2.0,4,Silver,Sedan,LPG,Automatic,True,10036
64496,E 350,1172.0,2011,MERCEDES-BENZ,3.5,12,Blue,Sedan,Diesel,Automatic,True,13642
164004,Demio Sport,1055.7884615384614,2004,MAZDA,1.5,6,Blue,Hatchback,Petrol,Manual,False,7527
310000,E 230,1281.3365810451728,1996,MERCEDES-BENZ,2.3,2,Silver,Limousine,CNG,Manual,False,9408
180204,Actyon,836.0,2010,SSANGYONG,2.0,4,Black,Jeep,Diesel,Automatic,True,20005
25635,Elantra,831.0,2017,HYUNDAI,1.6,12,Black,Sedan,Petrol,Automatic,True,1019
36000,IS 250 TURBO,1017.0,2017,LEXUS,2.0,0,White,Sedan,Petrol,Tiptronic,True,24462
148510,Tucson,1017.0,2017,HYUNDAI,2.0,4,White,Jeep,Diesel,Automatic,True,36366
313922,Sonata,639.0,2014,HYUNDAI,2.0,4,Yellow,Sedan,LPG,Automatic,True,8467
219000,C 250,1024.0,2010,MERCEDES-BENZ,2.5,8,White,Sedan,Petrol,Tiptronic,True,17876
175614,E 350,1598.0,2008,MERCEDES-BENZ,3.0,12,Black,Sedan,Diesel,Automatic,True,2430
26802,E 300,1017.0,2017,MERCEDES-BENZ,2.0,12,Black,Sedan,Petrol,Automatic,True,314
134000,Tiida,830.02,2006,NISSAN,1.5,4,Silver,Hatchback,Petrol,Automatic,True,7683
109139,E 350,1624.0,2009,MERCEDES-BENZ,3.5,12,Black,Sedan,Diesel,Automatic,True,5018
131200,Prius,850.5492087996912,2010,TOYOTA,1.8,0,Black,Hatchback,Hybrid,Variator,False,17249
107000,Camry,777.0,2014,TOYOTA,2.5,12,Grey,Sedan,Petrol,Automatic,False,22000
11700,Ist,850.5492087996912,2004,TOYOTA,1.3,2,Silver,Sedan,Petrol,Automatic,False,7840
52192,Optima,640.0,2013,KIA,2.0,4,Grey,Sedan,Petrol,Automatic,True,9700
78000,Elantra,584.0,2014,HYUNDAI,1.8,8,Grey,Sedan,Petrol,Tiptronic,False,15994
165900,Volt,723.7224975222992,2012,CHEVROLET,1.4,12,Blue,Hatchback,Plug-in Hybrid,Automatic,False,20385
50000,FIT,1236.0,2011,HONDA,1.3,4,Silver,Hatchback,Petrol,Automatic,False,5500
51385,Elantra,1047.0,2007,HYUNDAI,1.6,4,Grey,Sedan,Petrol,Automatic,True,10406
0,Outlander,1057.6153846153845,2008,MITSUBISHI,3.0,4,Silver,Jeep,Petrol,Tiptronic,False,20385
147000,Aqua,850.5492087996912,2012,TOYOTA,1.5,4,White,Hatchback,Hybrid,Automatic,False,13013
41124,Santa FE,836.0,2010,HYUNDAI,2.0,4,White,Jeep,Diesel,Automatic,True,17813
193425,Aveo,583.0,2011,CHEVROLET,1.6,4,White,Sedan,Petrol,Automatic,True,9543
27453,Santa FE,1017.0,2017,HYUNDAI,2.0,4,White,Jeep,Diesel,Automatic,True,42337
71309,Aveo,530.0,2013,CHEVROLET,1.6,4,Black,Hatchback,Petrol,Automatic,True,18973
190549,Camry,779.0,2013,TOYOTA,2.5,12,Black,Sedan,Hybrid,Automatic,True,5018
318000,Vito,1281.3365810451728,2001,MERCEDES-BENZ,2.2,6,White,Minivan,Diesel,Manual,False,5500
225510,Camry,779.0,2013,TOYOTA,2.5,12,White,Sedan,Hybrid,Automatic,True,5018
326612,REXTON,707.0,2011,SSANGYONG,2.0,4,White,Jeep,Diesel,Automatic,True,25299
95510,Genesis,836.0,2010,HYUNDAI,2.0,4,Silver,Coupe,Petrol,Automatic,True,16323
0,Jetta,752.195205479452,2017,VOLKSWAGEN,1.4,6,Grey,Sedan,Petrol,Automatic,True,80
164466,Lacetti,761.0,2010,DAEWOO,1.8,4,Grey,Sedan,Petrol,Automatic,True,8006
51258,Captiva,1288.0,2007,CHEVROLET,2.0,4,Black,Jeep,Diesel,Automatic,True,5331
93914,Lacetti,687.0,2010,DAEWOO,1.6,4,Blue,Sedan,Petrol,Automatic,True,5184
26000,Cruze,738.0,2017,CHEVROLET,1.4,8,Silver,Sedan,Petrol,Automatic,False,18189
111965,Scirocco,155.0,2015,VOLKSWAGEN,0.2,12,Black,Sedan,Petrol,Automatic,True,4547
145060,Cruze,789.0,2009,CHEVROLET,1.6,4,Silver,Sedan,Petrol,Automatic,True,6899
230000,Demio,1055.7884615384614,2004,MAZDA,1.3,7,Silver,Sedan,Petrol,Variator,False,6272
95000,Forester,777.0,2014,SUBARU,2.5,12,White,Jeep,Petrol,Automatic,True,26343
282099,Cr-v,803.8573975044563,1998,HONDA,2.0,0,Black,Jeep,Petrol,Automatic,False,6899
105000,Prius C,850.5492087996912,2013,TOYOTA,1.5,0,Blue,Sedan,Hybrid,Automatic,False,16621
26802,E 300,1017.0,2017,MERCEDES-BENZ,2.0,12,Black,Sedan,Petrol,Automatic,True,314
74000,Jetta,752.195205479452,2015,VOLKSWAGEN,1.8,6,Red,Sedan,Petrol,Tiptronic,True,17562
154540,Aqua,308.0,2015,TOYOTA,1.5,4,Silver,Hatchback,Hybrid,Automatic,True,8985
126000,Prius,850.5492087996912,2005,TOYOTA,1.5,4,Silver,Sedan,Petrol,Automatic,False,7213
105900,Aqua,502.0,2013,TOYOTA,1.5,4,White,Hatchback,Hybrid,Automatic,True,12121
0,Camry,777.0,2014,TOYOTA,2.5,12,White,Sedan,Petrol,Automatic,True,392
32974,CT 200h,645.0,2011,LEXUS,1.8,0,Silver,Hatchback,Hybrid,Automatic,True,470
158400,Camry,850.5492087996912,2010,TOYOTA,2.4,0,Silver,Sedan,Hybrid,Automatic,True,22894
1111,Astra,1156.6493506493507,2005,OPEL,1.8,8,Black,Goods wagon,Petrol,Automatic,False,10976
50800,Cr-v,900.0,2015,HONDA,2.4,12,Grey,Jeep,Petrol,Automatic,True,39201
216155,SRX,1211.0,2010,CADILLAC,3.0,12,Pink,Sedan,Petrol,Automatic,True,2509
125000,Prius,585.0,2013,TOYOTA,1.8,8,White,Hatchback,Hybrid,Automatic,False,18817
173678,Elantra,583.0,2011,HYUNDAI,1.6,4,White,Sedan,Petrol,Automatic,True,18826
30000,280,1281.3365810451728,1997,MERCEDES-BENZ,2.8,4,Blue,Sedan,CNG,Automatic,False,6272
232078,H1,862.0,2011,HYUNDAI,2.5,4,Silver,Universal,Diesel,Automatic,True,21103
285186,Highlander,1058.0,2012,TOYOTA,3.5,12,Grey,Jeep,Petrol,Automatic,True,9565
118462,F150,1342.0,2017,FORD,2.7,12,Black,Pickup,Petrol,Automatic,True,14583
60000,Camry,934.0,2015,TOYOTA,2.5,12,Black,Sedan,Petrol,Tiptronic,True,32615
151000,Note,830.02,2005,NISSAN,1.5,4,Black,Hatchback,Petrol,Variator,False,7370
139924,Korando,707.0,2011,SSANGYONG,2.0,4,White,Jeep,Diesel,Automatic,True,18092
339603,Sonata,765.0,2015,HYUNDAI,2.0,4,Silver,Sedan,LPG,Automatic,True,15367
93376,REXTON,1099.0,2010,SSANGYONG,2.7,4,Black,Jeep,Diesel,Automatic,True,25889
95510,Genesis,836.0,2010,HYUNDAI,2.0,4,Silver,Coupe,Petrol,Automatic,True,16327
110000,Vitz,850.5492087996912,2012,TOYOTA,1.0,6,White,Sedan,Petrol,Automatic,False,11604
309570,Sorento,1172.0,2011,KIA,3.5,12,Silver,Jeep,Petrol,Automatic,True,2979
94201,Lacetti,790.0,2009,CHEVROLET,1.6,4,Silver,Sedan,Petrol,Automatic,True,5341
210000,Civic,803.8573975044563,1995,HONDA,1.4,2,Green,Sedan,Petrol,Manual,False,2000
86203,Frontier,777.0,2014,NISSAN,2.5,12,Grey,Sedan,Petrol,Automatic,True,8467
194067,Santa FE,891.0,2016,HYUNDAI,2.0,4,Black,Jeep,Diesel,Automatic,True,37633
264014,Q7,1104.0,2015,AUDI,3.0,0,Black,Jeep,Petrol,Automatic,True,862
152000,Camry,850.5492087996912,2013,TOYOTA,2.5,10,White,Sedan,Hybrid,Automatic,False,26657
296395,X5,919.0,2012,BMW,3.0,0,Grey,Jeep,Diesel,Automatic,True,157
20000,CX-3,1055.7884615384614,2015,MAZDA,2.0,12,Black,Hatchback,Petrol,Tiptronic,False,37633
73000,Cruze,562.0,2015,CHEVROLET,1.4,12,White,Sedan,Petrol,Automatic,True,14740
1000,Sprinter,1281.3365810451728,2005,MERCEDES-BENZ,2.2,2,White,Microbus,Diesel,Manual,False,20385
76550,525 ///M,1082.2991631799164,2001,BMW,2.5,6,Grey,Sedan,Petrol,Tiptronic,False,10663
117000,Ist,850.5492087996912,2002,TOYOTA,1.5,4,Red,Hatchback,Petrol,Automatic,False,8781
200000,Golf,752.195205479452,2002,VOLKSWAGEN,1.8,6,Black,Hatchback,Petrol,Manual,True,6272
146218,GX 470,1356.0,2014,LEXUS,4.6,0,Black,Jeep,Petrol,Automatic,True,17562
143000,Aqua,850.5492087996912,2013,TOYOTA,1.5,6,Blue,Hatchback,Hybrid,Automatic,True,15053
272542,Cr-v,831.0,2011,HONDA,2.4,12,Grey,Jeep,Petrol,Automatic,True,1490
75000,Camry XLE,850.5492087996912,2014,TOYOTA,2.5,12,Black,Sedan,Petrol,Tiptronic,False,25089
113600,Volt Full Packet,723.7224975222992,2012,CHEVROLET,1.4,12,Black,Sedan,Plug-in Hybrid,Variator,True,24462
157000,Highlander,850.5492087996912,2008,TOYOTA,3.3,8,Grey,Jeep,Hybrid,Automatic,True,34184
159928,GLA 250,765.0,2015,MERCEDES-BENZ,2.0,0,Black,Jeep,Petrol,Automatic,True,12858
221688,Camry,777.0,2014,TOYOTA,2.5,12,Grey,Sedan,Petrol,Automatic,True,94
149792,REXTON,640.0,2013,SSANGYONG,2.0,4,Silver,Jeep,Diesel,Automatic,True,35046
36808,Civic,891.0,2016,HONDA,2.0,4,Black,Sedan,Petrol,Automatic,True,44862
